gameID,player,numTricks,numParticles,lambda,useHeuristic,mcIterations,selfish,score,tricksWon,bid,dealer
83,0,9,500,1.3,True,100,True,0,6,3,1
83,1,9,500,1.3,False,0,True,0,3,5,1
84,0,9,500,1.3,True,100,True,16,6,6,1
84,1,9,500,1.3,False,0,True,0,3,1,1
85,0,9,500,1.3,True,100,True,0,6,4,0
85,1,9,500,1.3,False,0,True,13,3,3,0
86,0,9,500,1.3,True,100,True,0,3,4,0
86,1,9,500,1.3,False,0,True,0,6,4,0
87,0,9,500,1.3,True,100,True,12,2,2,0
87,1,9,500,1.3,False,0,True,0,7,6,0
88,0,9,500,1.3,True,100,True,15,5,5,1
88,1,9,500,1.3,False,0,True,0,4,3,1
89,0,9,500,1.3,True,100,True,0,4,2,0
89,1,9,500,1.3,False,0,True,0,5,6,0
90,0,9,500,1.3,True,100,True,0,8,7,0
90,1,9,500,1.3,False,0,True,0,1,3,0
91,0,9,500,1.3,True,100,True,13,3,3,0
91,1,9,500,1.3,False,0,True,0,6,5,0
92,0,9,500,1.3,True,100,True,0,3,4,1
92,1,9,500,1.3,False,0,True,0,6,4,1
93,0,9,500,1.3,True,100,True,0,7,8,1
93,1,9,500,1.3,False,0,True,0,2,0,1
94,0,9,500,1.3,True,100,True,0,5,9,0
94,1,9,500,1.3,False,0,True,0,4,1,0
95,0,9,500,1.3,True,100,True,17,7,7,0
95,1,9,500,1.3,False,0,True,0,2,3,0
96,0,9,500,1.3,True,100,True,0,1,3,1
96,1,9,500,1.3,False,0,True,0,8,7,1
97,0,9,500,1.3,True,100,True,0,4,3,0
97,1,9,500,1.3,False,0,True,15,5,5,0
98,0,9,500,1.3,True,100,True,0,3,4,1
98,1,9,500,1.3,False,0,True,0,6,4,1
99,0,9,500,1.3,True,100,True,14,4,4,1
99,1,9,500,1.3,False,0,True,0,5,4,1
0,0,9,500,1.3,False,100,True,0,4,3,1
0,1,9,500,1.3,False,0,True,0,5,7,1
1,0,9,500,1.3,False,100,True,0,3,6,0
1,1,9,500,1.3,False,0,True,0,6,4,0
2,0,9,500,1.3,False,100,True,0,2,5,0
2,1,9,500,1.3,False,0,True,0,7,6,0
3,0,9,500,1.3,False,100,True,0,6,3,0
3,1,9,500,1.3,False,0,True,0,3,4,0
4,0,9,500,1.3,False,100,True,14,4,4,0
4,1,9,500,1.3,False,0,True,0,5,4,0
5,0,9,500,1.3,False,100,True,0,5,4,1
5,1,9,500,1.3,False,0,True,14,4,4,1
6,0,9,500,1.3,False,100,True,0,6,5,0
6,1,9,500,1.3,False,0,True,0,3,5,0
7,0,9,500,1.3,False,100,True,14,4,4,1
7,1,9,500,1.3,False,0,True,0,5,6,1
8,0,9,500,1.3,False,100,True,0,4,5,0
8,1,9,500,1.3,False,0,True,0,5,3,0
9,0,9,500,1.3,False,100,True,0,4,6,1
9,1,9,500,1.3,False,0,True,0,5,4,1
10,0,9,500,1.3,False,100,True,13,3,3,0
10,1,9,500,1.3,False,0,True,0,6,5,0
11,0,9,500,1.3,False,100,True,16,6,6,1
11,1,9,500,1.3,False,0,True,0,3,1,1
12,0,9,500,1.3,False,100,True,0,3,4,1
12,1,9,500,1.3,False,0,True,0,6,4,1
13,0,9,500,1.3,False,100,True,0,2,3,1
13,1,9,500,1.3,False,0,True,17,7,7,1
14,0,9,500,1.3,False,100,True,0,8,5,0
14,1,9,500,1.3,False,0,True,0,1,3,0
15,0,9,500,1.3,False,100,True,0,6,7,0
15,1,9,500,1.3,False,0,True,13,3,3,0
16,0,9,500,1.3,False,100,True,0,6,4,1
16,1,9,500,1.3,False,0,True,13,3,3,1
17,0,9,500,1.3,False,100,True,14,4,4,1
17,1,9,500,1.3,False,0,True,0,5,6,1
18,0,9,500,1.3,False,100,True,0,4,5,0
18,1,9,500,1.3,False,0,True,0,5,2,0
19,0,9,500,1.3,False,100,True,0,3,7,0
19,1,9,500,1.3,False,0,True,0,6,4,0
20,0,9,500,1.3,False,100,True,0,5,7,0
20,1,9,500,1.3,False,0,True,0,4,1,0
21,0,9,500,1.3,False,100,True,0,5,7,0
21,1,9,500,1.3,False,0,True,0,4,3,0
22,0,9,500,1.3,False,100,True,12,2,2,0
22,1,9,500,1.3,False,0,True,0,7,6,0
23,0,9,500,1.3,False,100,True,14,4,4,1
23,1,9,500,1.3,False,0,True,0,5,6,1
24,0,9,500,1.3,False,100,True,0,7,5,1
24,1,9,500,1.3,False,0,True,0,2,3,1
25,0,9,500,1.3,False,100,True,13,3,3,1
25,1,9,500,1.3,False,0,True,0,6,7,1
26,0,9,500,1.3,False,100,True,0,2,0,0
26,1,9,500,1.3,False,0,True,17,7,7,0
27,0,9,500,1.3,False,100,True,0,2,3,1
27,1,9,500,1.3,False,0,True,17,7,7,1
28,0,9,500,1.3,False,100,True,0,3,4,0
28,1,9,500,1.3,False,0,True,0,6,4,0
29,0,9,500,1.3,False,100,True,0,3,2,0
29,1,9,500,1.3,False,0,True,0,6,5,0
30,0,9,500,1.3,False,100,True,14,4,4,1
30,1,9,500,1.3,False,0,True,0,5,6,1
31,0,9,500,1.3,False,100,True,0,4,5,0
31,1,9,500,1.3,False,0,True,0,5,2,0
32,0,9,500,1.3,False,100,True,0,5,6,0
32,1,9,500,1.3,False,0,True,14,4,4,0
33,0,9,500,1.3,False,100,True,0,3,2,0
33,1,9,500,1.3,False,0,True,0,6,5,0
34,0,9,500,1.3,False,100,True,15,5,5,1
34,1,9,500,1.3,False,0,True,0,4,3,1
35,0,9,500,1.3,False,100,True,19,9,9,1
35,1,9,500,1.3,False,0,True,0,0,1,1
36,0,9,500,1.3,False,100,True,0,3,6,1
36,1,9,500,1.3,False,0,True,0,6,4,1
37,0,9,500,1.3,False,100,True,0,2,4,0
37,1,9,500,1.3,False,0,True,0,7,4,0
38,0,9,500,1.3,False,100,True,0,5,4,1
38,1,9,500,1.3,False,0,True,0,4,6,1
39,0,9,500,1.3,False,100,True,0,5,7,0
39,1,9,500,1.3,False,0,True,14,4,4,0
40,0,9,500,1.3,False,100,True,0,1,5,1
40,1,9,500,1.3,False,0,True,0,8,6,1
41,0,9,500,1.3,False,100,True,0,2,3,1
41,1,9,500,1.3,False,0,True,17,7,7,1
42,0,9,500,1.3,False,100,True,0,5,8,0
42,1,9,500,1.3,False,0,True,0,4,3,0
43,0,9,500,1.3,False,100,True,0,6,5,0
43,1,9,500,1.3,False,0,True,13,3,3,0
44,0,9,500,1.3,False,100,True,0,2,3,1
44,1,9,500,1.3,False,0,True,0,7,8,1
45,0,9,500,1.3,False,100,True,15,5,5,1
45,1,9,500,1.3,False,0,True,0,4,3,1
46,0,9,500,1.3,False,100,True,16,6,6,0
46,1,9,500,1.3,False,0,True,0,3,2,0
47,0,9,500,1.3,False,100,True,0,6,4,1
47,1,9,500,1.3,False,0,True,0,3,4,1
48,0,9,500,1.3,False,100,True,0,3,2,1
48,1,9,500,1.3,False,0,True,0,6,9,1
49,0,9,500,1.3,False,100,True,0,5,2,0
49,1,9,500,1.3,False,0,True,0,4,6,0
50,0,9,500,1.3,False,100,True,0,5,6,1
50,1,9,500,1.3,False,0,True,14,4,4,1
51,0,9,500,1.3,False,100,True,0,4,6,0
51,1,9,500,1.3,False,0,True,0,5,4,0
52,0,9,500,1.3,False,100,True,13,3,3,1
52,1,9,500,1.3,False,0,True,0,6,5,1
53,0,9,500,1.3,False,100,True,0,1,5,0
53,1,9,500,1.3,False,0,True,0,8,6,0
54,0,9,500,1.3,False,100,True,0,5,4,0
54,1,9,500,1.3,False,0,True,14,4,4,0
55,0,9,500,1.3,False,100,True,0,7,3,0
55,1,9,500,1.3,False,0,True,0,2,5,0
56,0,9,500,1.3,False,100,True,0,7,6,0
56,1,9,500,1.3,False,0,True,12,2,2,0
57,0,9,500,1.3,False,100,True,0,8,9,0
57,1,9,500,1.3,False,0,True,11,1,1,0
58,0,9,500,1.3,False,100,True,0,4,3,0
58,1,9,500,1.3,False,0,True,15,5,5,0
59,0,9,500,1.3,False,100,True,0,3,4,0
59,1,9,500,1.3,False,0,True,0,6,4,0
60,0,9,500,1.3,False,100,True,15,5,5,1
60,1,9,500,1.3,False,0,True,0,4,3,1
61,0,9,500,1.3,False,100,True,0,5,4,1
61,1,9,500,1.3,False,0,True,14,4,4,1
62,0,9,500,1.3,False,100,True,0,4,3,0
62,1,9,500,1.3,False,0,True,15,5,5,0
63,0,9,500,1.3,False,100,True,0,7,5,1
63,1,9,500,1.3,False,0,True,0,2,5,1
64,0,9,500,1.3,False,100,True,0,5,4,1
64,1,9,500,1.3,False,0,True,0,4,7,1
65,0,9,500,1.3,False,100,True,0,1,3,1
65,1,9,500,1.3,False,0,True,0,8,7,1
66,0,9,500,1.3,False,100,True,0,4,0,0
66,1,9,500,1.3,False,0,True,0,5,7,0
67,0,9,500,1.3,False,100,True,0,6,7,0
67,1,9,500,1.3,False,0,True,13,3,3,0
68,0,9,500,1.3,False,100,True,16,6,6,1
68,1,9,500,1.3,False,0,True,0,3,5,1
69,0,9,500,1.3,False,100,True,0,8,9,0
69,1,9,500,1.3,False,0,True,11,1,1,0
70,0,9,500,1.3,False,100,True,0,5,9,0
70,1,9,500,1.3,False,0,True,0,4,1,0
71,0,9,500,1.3,False,100,True,16,6,6,1
71,1,9,500,1.3,False,0,True,0,3,5,1
72,0,9,500,1.3,False,100,True,19,9,9,0
72,1,9,500,1.3,False,0,True,0,0,1,0
73,0,9,500,1.3,False,100,True,16,6,6,1
73,1,9,500,1.3,False,0,True,0,3,2,1
74,0,9,500,1.3,False,100,True,0,2,3,0
74,1,9,500,1.3,False,0,True,0,7,4,0
75,0,9,500,1.3,False,100,True,0,4,6,1
75,1,9,500,1.3,False,0,True,0,5,2,1
76,0,9,500,1.3,False,100,True,0,5,4,1
76,1,9,500,1.3,False,0,True,0,4,6,1
77,0,9,500,1.3,False,100,True,0,5,3,1
77,1,9,500,1.3,False,0,True,0,4,7,1
78,0,9,500,1.3,False,100,True,0,6,5,0
78,1,9,500,1.3,False,0,True,0,3,5,0
79,0,9,500,1.3,False,100,True,0,3,5,0
79,1,9,500,1.3,False,0,True,0,6,5,0
80,0,9,500,1.3,False,100,True,0,5,3,1
80,1,9,500,1.3,False,0,True,0,4,8,1
81,0,9,500,1.3,False,100,True,0,0,3,1
81,1,9,500,1.3,False,0,True,0,9,8,1
82,0,9,500,1.3,False,100,True,0,5,7,0
82,1,9,500,1.3,False,0,True,0,4,3,0
83,0,9,500,1.3,False,100,True,0,6,3,1
83,1,9,500,1.3,False,0,True,0,3,5,1
84,0,9,500,1.3,False,100,True,16,6,6,1
84,1,9,500,1.3,False,0,True,0,3,1,1
85,0,9,500,1.3,False,100,True,0,7,4,0
85,1,9,500,1.3,False,0,True,0,2,3,0
86,0,9,500,1.3,False,100,True,0,2,4,0
86,1,9,500,1.3,False,0,True,0,7,4,0
87,0,9,500,1.3,False,100,True,12,2,2,0
87,1,9,500,1.3,False,0,True,0,7,6,0
88,0,9,500,1.3,False,100,True,15,5,5,1
88,1,9,500,1.3,False,0,True,0,4,3,1
89,0,9,500,1.3,False,100,True,0,5,2,0
89,1,9,500,1.3,False,0,True,0,4,6,0
90,0,9,500,1.3,False,100,True,0,6,7,0
90,1,9,500,1.3,False,0,True,13,3,3,0
91,0,9,500,1.3,False,100,True,0,2,3,0
91,1,9,500,1.3,False,0,True,0,7,5,0
92,0,9,500,1.3,False,100,True,14,4,4,1
92,1,9,500,1.3,False,0,True,0,5,4,1
93,0,9,500,1.3,False,100,True,0,9,8,1
93,1,9,500,1.3,False,0,True,10,0,0,1
94,0,9,500,1.3,False,100,True,0,7,9,0
94,1,9,500,1.3,False,0,True,0,2,1,0
95,0,9,500,1.3,False,100,True,17,7,7,0
95,1,9,500,1.3,False,0,True,0,2,3,0
96,0,9,500,1.3,False,100,True,0,2,3,1
96,1,9,500,1.3,False,0,True,17,7,7,1
97,0,9,500,1.3,False,100,True,0,4,3,0
97,1,9,500,1.3,False,0,True,15,5,5,0
98,0,9,500,1.3,False,100,True,0,2,4,1
98,1,9,500,1.3,False,0,True,0,7,4,1
99,0,9,500,1.3,False,100,True,0,5,4,1
99,1,9,500,1.3,False,0,True,14,4,4,1
0,0,9,1000,1.3,True,100,True,13,3,3,1
0,1,9,1000,1.3,False,0,True,0,6,7,1
1,0,9,1000,1.3,True,100,True,0,4,6,0
1,1,9,1000,1.3,False,0,True,0,5,4,0
2,0,9,1000,1.3,True,100,True,0,2,5,0
2,1,9,1000,1.3,False,0,True,0,7,6,0
3,0,9,1000,1.3,True,100,True,0,4,3,0
3,1,9,1000,1.3,False,0,True,0,5,4,0
4,0,9,1000,1.3,True,100,True,0,5,4,0
4,1,9,1000,1.3,False,0,True,14,4,4,0
5,0,9,1000,1.3,True,100,True,0,3,4,1
5,1,9,1000,1.3,False,0,True,0,6,4,1
6,0,9,1000,1.3,True,100,True,0,4,5,0
6,1,9,1000,1.3,False,0,True,15,5,5,0
7,0,9,1000,1.3,True,100,True,14,4,4,1
7,1,9,1000,1.3,False,0,True,0,5,6,1
8,0,9,1000,1.3,True,100,True,0,3,5,0
8,1,9,1000,1.3,False,0,True,0,6,3,0
9,0,9,1000,1.3,True,100,True,16,6,6,1
9,1,9,1000,1.3,False,0,True,0,3,4,1
10,0,9,1000,1.3,True,100,True,0,6,3,0
10,1,9,1000,1.3,False,0,True,0,3,5,0
11,0,9,1000,1.3,True,100,True,0,5,6,1
11,1,9,1000,1.3,False,0,True,0,4,1,1
12,0,9,1000,1.3,True,100,True,14,4,4,1
12,1,9,1000,1.3,False,0,True,0,5,4,1
13,0,9,1000,1.3,True,100,True,0,4,3,1
13,1,9,1000,1.3,False,0,True,0,5,7,1
14,0,9,1000,1.3,True,100,True,0,7,5,0
14,1,9,1000,1.3,False,0,True,0,2,3,0
15,0,9,1000,1.3,True,100,True,0,5,7,0
15,1,9,1000,1.3,False,0,True,0,4,3,0
16,0,9,1000,1.3,True,100,True,0,7,4,1
16,1,9,1000,1.3,False,0,True,0,2,3,1
17,0,9,1000,1.3,True,100,True,0,5,4,1
17,1,9,1000,1.3,False,0,True,0,4,6,1
18,0,9,1000,1.3,True,100,True,15,5,5,0
18,1,9,1000,1.3,False,0,True,0,4,2,0
19,0,9,1000,1.3,True,100,True,17,7,7,0
19,1,9,1000,1.3,False,0,True,0,2,4,0
20,0,9,1000,1.3,True,100,True,0,4,7,0
20,1,9,1000,1.3,False,0,True,0,5,1,0
21,0,9,1000,1.3,True,100,True,0,5,7,0
21,1,9,1000,1.3,False,0,True,0,4,3,0
22,0,9,1000,1.3,True,100,True,0,3,2,0
22,1,9,1000,1.3,False,0,True,16,6,6,0
23,0,9,1000,1.3,True,100,True,0,6,4,1
23,1,9,1000,1.3,False,0,True,0,3,6,1
24,0,9,1000,1.3,True,100,True,15,5,5,1
24,1,9,1000,1.3,False,0,True,0,4,3,1
25,0,9,1000,1.3,True,100,True,0,2,3,1
25,1,9,1000,1.3,False,0,True,17,7,7,1
26,0,9,1000,1.3,True,100,True,10,0,0,0
26,1,9,1000,1.3,False,0,True,0,9,7,0
27,0,9,1000,1.3,True,100,True,0,4,3,1
27,1,9,1000,1.3,False,0,True,0,5,7,1
28,0,9,1000,1.3,True,100,True,14,4,4,0
28,1,9,1000,1.3,False,0,True,0,5,4,0
29,0,9,1000,1.3,True,100,True,12,2,2,0
29,1,9,1000,1.3,False,0,True,0,7,5,0
30,0,9,1000,1.3,True,100,True,0,5,4,1
30,1,9,1000,1.3,False,0,True,0,4,6,1
31,0,9,1000,1.3,True,100,True,0,2,5,0
31,1,9,1000,1.3,False,0,True,0,7,2,0
32,0,9,1000,1.3,True,100,True,0,8,6,0
32,1,9,1000,1.3,False,0,True,0,1,4,0
33,0,9,1000,1.3,True,100,True,0,1,2,0
33,1,9,1000,1.3,False,0,True,0,8,5,0
34,0,9,1000,1.3,True,100,True,0,7,5,1
34,1,9,1000,1.3,False,0,True,0,2,3,1
35,0,9,1000,1.3,True,100,True,0,8,9,1
35,1,9,1000,1.3,False,0,True,11,1,1,1
36,0,9,1000,1.3,True,100,True,0,5,6,1
36,1,9,1000,1.3,False,0,True,14,4,4,1
37,0,9,1000,1.3,True,100,True,0,5,4,0
37,1,9,1000,1.3,False,0,True,14,4,4,0
38,0,9,1000,1.3,True,100,True,0,3,4,1
38,1,9,1000,1.3,False,0,True,16,6,6,1
39,0,9,1000,1.3,True,100,True,0,4,7,0
39,1,9,1000,1.3,False,0,True,0,5,4,0
40,0,9,1000,1.3,True,100,True,0,1,5,1
40,1,9,1000,1.3,False,0,True,0,8,6,1
41,0,9,1000,1.3,True,100,True,0,2,3,1
41,1,9,1000,1.3,False,0,True,17,7,7,1
42,0,9,1000,1.3,True,100,True,0,5,8,0
42,1,9,1000,1.3,False,0,True,0,4,3,0
43,0,9,1000,1.3,True,100,True,0,7,5,0
43,1,9,1000,1.3,False,0,True,0,2,3,0
44,0,9,1000,1.3,True,100,True,0,5,3,1
44,1,9,1000,1.3,False,0,True,0,4,8,1
45,0,9,1000,1.3,True,100,True,0,7,5,1
45,1,9,1000,1.3,False,0,True,0,2,3,1
46,0,9,1000,1.3,True,100,True,0,5,6,0
46,1,9,1000,1.3,False,0,True,0,4,2,0
47,0,9,1000,1.3,True,100,True,0,1,4,1
47,1,9,1000,1.3,False,0,True,0,8,4,1
48,0,9,1000,1.3,True,100,True,0,4,2,1
48,1,9,1000,1.3,False,0,True,0,5,9,1
49,0,9,1000,1.3,True,100,True,0,4,2,0
49,1,9,1000,1.3,False,0,True,0,5,6,0
50,0,9,1000,1.3,True,100,True,0,7,6,1
50,1,9,1000,1.3,False,0,True,0,2,4,1
51,0,9,1000,1.3,True,100,True,0,3,6,0
51,1,9,1000,1.3,False,0,True,0,6,4,0
52,0,9,1000,1.3,True,100,True,13,3,3,1
52,1,9,1000,1.3,False,0,True,0,6,5,1
53,0,9,1000,1.3,True,100,True,0,1,5,0
53,1,9,1000,1.3,False,0,True,0,8,6,0
54,0,9,1000,1.3,True,100,True,14,4,4,0
54,1,9,1000,1.3,False,0,True,0,5,4,0
55,0,9,1000,1.3,True,100,True,0,4,3,0
55,1,9,1000,1.3,False,0,True,15,5,5,0
56,0,9,1000,1.3,True,100,True,16,6,6,0
56,1,9,1000,1.3,False,0,True,0,3,2,0
57,0,9,1000,1.3,True,100,True,19,9,9,0
57,1,9,1000,1.3,False,0,True,0,0,1,0
58,0,9,1000,1.3,True,100,True,0,6,3,0
58,1,9,1000,1.3,False,0,True,0,3,5,0
59,0,9,1000,1.3,True,100,True,14,4,4,0
59,1,9,1000,1.3,False,0,True,0,5,4,0
60,0,9,1000,1.3,True,100,True,15,5,5,1
60,1,9,1000,1.3,False,0,True,0,4,3,1
61,0,9,1000,1.3,True,100,True,14,4,4,1
61,1,9,1000,1.3,False,0,True,0,5,4,1
62,0,9,1000,1.3,True,100,True,13,3,3,0
62,1,9,1000,1.3,False,0,True,0,6,5,0
63,0,9,1000,1.3,True,100,True,0,8,5,1
63,1,9,1000,1.3,False,0,True,0,1,5,1
64,0,9,1000,1.3,True,100,True,0,6,4,1
