gameID,player,numTricks,numParticles,lambda,useHeuristic,mcIterations,selfish,score,tricksWon,bid,dealer,aggressiveness
31,2,9,2000,1.3,True,1000,False,0,3,5,0,normal
32,0,9,2000,1.3,True,1000,False,13,3,3,0,normal
32,1,9,2000,1.3,True,1000,False,12,2,2,0,normal
32,2,9,2000,1.3,True,1000,False,0,4,5,0,normal
33,0,9,2000,1.3,True,1000,False,0,2,1,2,normal
33,1,9,2000,1.3,True,1000,False,0,4,7,2,normal
33,2,9,2000,1.3,True,1000,False,0,3,2,2,normal
34,0,9,2000,1.3,True,1000,False,13,3,3,2,normal
34,1,9,2000,1.3,True,1000,False,14,4,4,2,normal
34,2,9,2000,1.3,True,1000,False,0,2,0,2,normal
35,0,9,2000,1.3,True,1000,False,0,3,2,2,normal
35,1,9,2000,1.3,True,1000,False,0,2,3,2,normal
35,2,9,2000,1.3,True,1000,False,0,4,5,2,normal
36,0,9,2000,1.3,True,1000,False,11,1,1,1,normal
36,1,9,2000,1.3,True,1000,False,15,5,5,1,normal
36,2,9,2000,1.3,True,1000,False,0,3,4,1,normal
37,0,9,2000,1.3,True,1000,False,13,3,3,2,normal
37,1,9,2000,1.3,True,1000,False,14,4,4,2,normal
37,2,9,2000,1.3,True,1000,False,0,2,0,2,normal
38,0,9,2000,1.3,True,1000,False,12,2,2,2,normal
38,1,9,2000,1.3,True,1000,False,0,5,3,2,normal
38,2,9,2000,1.3,True,1000,False,0,2,5,2,normal
39,0,9,2000,1.3,True,1000,False,11,1,1,0,normal
39,1,9,2000,1.3,True,1000,False,0,5,3,0,normal
39,2,9,2000,1.3,True,1000,False,13,3,3,0,normal
0,0,9,2000,1.3,True,1000,False,12,2,2,1,normal
0,1,9,2000,1.3,True,1000,False,0,2,3,1,normal
0,2,9,2000,1.3,True,1000,False,0,5,3,1,normal
1,0,9,2000,1.3,True,1000,False,12,2,2,0,normal
1,1,9,2000,1.3,True,1000,False,13,3,3,0,normal
1,2,9,2000,1.3,True,1000,False,0,4,2,0,normal
2,0,9,2000,1.3,True,1000,False,10,0,0,0,normal
2,1,9,2000,1.3,True,1000,False,14,4,4,0,normal
2,2,9,2000,1.3,True,1000,False,0,5,3,0,normal
3,0,9,2000,1.3,True,1000,False,0,5,3,0,normal
3,1,9,2000,1.3,True,1000,False,0,1,2,0,normal
3,2,9,2000,1.3,True,1000,False,13,3,3,0,normal
4,0,9,2000,1.3,True,1000,False,14,4,4,0,normal
4,1,9,2000,1.3,True,1000,False,12,2,2,0,normal
4,2,9,2000,1.3,True,1000,False,0,3,4,0,normal
5,0,9,2000,1.3,True,1000,False,0,5,4,2,normal
5,1,9,2000,1.3,True,1000,False,0,3,4,2,normal
5,2,9,2000,1.3,True,1000,False,0,1,0,2,normal
6,0,9,2000,1.3,True,1000,False,0,6,4,2,normal
6,1,9,2000,1.3,True,1000,False,12,2,2,2,normal
6,2,9,2000,1.3,True,1000,False,11,1,1,2,normal
7,0,9,2000,1.3,True,1000,False,12,2,2,1,normal
7,1,9,2000,1.3,True,1000,False,0,5,7,1,normal
7,2,9,2000,1.3,True,1000,False,12,2,2,1,normal
8,0,9,2000,1.3,True,1000,False,13,3,3,0,normal
8,1,9,2000,1.3,True,1000,False,0,2,1,0,normal
8,2,9,2000,1.3,True,1000,False,14,4,4,0,normal
9,0,9,2000,1.3,True,1000,False,0,3,4,1,normal
9,1,9,2000,1.3,True,1000,False,15,5,5,1,normal
9,2,9,2000,1.3,True,1000,False,0,1,2,1,normal
10,0,9,2000,1.3,True,1000,False,14,4,4,2,normal
10,1,9,2000,1.3,True,1000,False,12,2,2,2,normal
10,2,9,2000,1.3,True,1000,False,0,3,4,2,normal
11,0,9,2000,1.3,True,1000,False,0,3,4,1,normal
11,1,9,2000,1.3,True,1000,False,14,4,4,1,normal
11,2,9,2000,1.3,True,1000,False,12,2,2,1,normal
12,0,9,2000,1.3,True,1000,False,0,0,1,1,normal
12,1,9,2000,1.3,True,1000,False,0,0,7,1,normal
12,2,9,2000,1.3,True,1000,False,0,9,2,1,normal
13,0,9,2000,1.3,True,1000,False,11,1,1,1,normal
13,1,9,2000,1.3,True,1000,False,0,6,5,1,normal
13,2,9,2000,1.3,True,1000,False,12,2,2,1,normal
14,0,9,2000,1.3,True,1000,False,0,4,1,0,normal
14,1,9,2000,1.3,True,1000,False,0,2,3,0,normal
14,2,9,2000,1.3,True,1000,False,13,3,3,0,normal
15,0,9,2000,1.3,True,1000,False,0,2,0,0,normal
15,1,9,2000,1.3,True,1000,False,0,1,2,0,normal
15,2,9,2000,1.3,True,1000,False,16,6,6,0,normal
16,0,9,2000,1.3,True,1000,False,14,4,4,1,normal
16,1,9,2000,1.3,True,1000,False,12,2,2,1,normal
16,2,9,2000,1.3,True,1000,False,0,3,1,1,normal
17,0,9,2000,1.3,True,1000,False,12,2,2,2,normal
17,1,9,2000,1.3,True,1000,False,0,1,4,2,normal
17,2,9,2000,1.3,True,1000,False,0,6,5,2,normal
18,0,9,2000,1.3,True,1000,False,0,2,0,0,normal
18,1,9,2000,1.3,True,1000,False,11,1,1,0,normal
18,2,9,2000,1.3,True,1000,False,16,6,6,0,normal
19,0,9,2000,1.3,True,1000,False,10,0,0,2,normal
19,1,9,2000,1.3,True,1000,False,0,5,4,2,normal
19,2,9,2000,1.3,True,1000,False,0,4,6,2,normal
20,0,9,2000,1.3,True,1000,False,11,1,1,2,normal
20,1,9,2000,1.3,True,1000,False,0,5,3,2,normal
20,2,9,2000,1.3,True,1000,False,13,3,3,2,normal
21,0,9,2000,1.3,True,1000,False,0,2,6,0,normal
21,1,9,2000,1.3,True,1000,False,0,6,3,0,normal
21,2,9,2000,1.3,True,1000,False,11,1,1,0,normal
22,0,9,2000,1.3,True,1000,False,0,1,2,0,normal
22,1,9,2000,1.3,True,1000,False,16,6,6,0,normal
22,2,9,2000,1.3,True,1000,False,0,2,0,0,normal
23,0,9,2000,1.3,True,1000,False,12,2,2,1,normal
23,1,9,2000,1.3,True,1000,False,0,5,6,1,normal
23,2,9,2000,1.3,True,1000,False,12,2,2,1,normal
24,0,9,2000,1.3,True,1000,False,0,1,2,2,normal
24,1,9,2000,1.3,True,1000,False,0,2,3,2,normal
24,2,9,2000,1.3,True,1000,False,16,6,6,2,normal
25,0,9,2000,1.3,True,1000,False,0,5,4,1,normal
25,1,9,2000,1.3,True,1000,False,0,0,1,1,normal
25,2,9,2000,1.3,True,1000,False,0,4,3,1,normal
26,0,9,2000,1.3,True,1000,False,14,4,4,2,normal
26,1,9,2000,1.3,True,1000,False,0,2,1,2,normal
26,2,9,2000,1.3,True,1000,False,13,3,3,2,normal
27,0,9,2000,1.3,True,1000,False,13,3,3,2,normal
27,1,9,2000,1.3,True,1000,False,0,4,3,2,normal
27,2,9,2000,1.3,True,1000,False,12,2,2,2,normal
28,0,9,2000,1.3,True,1000,False,0,2,4,0,normal
28,1,9,2000,1.3,True,1000,False,0,5,2,0,normal
28,2,9,2000,1.3,True,1000,False,12,2,2,0,normal
29,0,9,2000,1.3,True,1000,False,0,2,3,2,normal
29,1,9,2000,1.3,True,1000,False,12,2,2,2,normal
29,2,9,2000,1.3,True,1000,False,15,5,5,2,normal
30,0,9,2000,1.3,True,1000,False,0,1,2,2,normal
30,1,9,2000,1.3,True,1000,False,0,3,1,2,normal
30,2,9,2000,1.3,True,1000,False,0,5,8,2,normal
31,0,9,2000,1.3,True,1000,False,0,3,4,0,normal
31,1,9,2000,1.3,True,1000,False,11,1,1,0,normal
31,2,9,2000,1.3,True,1000,False,15,5,5,0,normal
32,0,9,2000,1.3,True,1000,False,0,5,3,0,normal
32,1,9,2000,1.3,True,1000,False,0,1,2,0,normal
32,2,9,2000,1.3,True,1000,False,0,3,5,0,normal
33,0,9,2000,1.3,True,1000,False,11,1,1,2,normal
33,1,9,2000,1.3,True,1000,False,0,6,7,2,normal
33,2,9,2000,1.3,True,1000,False,12,2,2,2,normal
34,0,9,2000,1.3,True,1000,False,0,4,3,2,normal
34,1,9,2000,1.3,True,1000,False,14,4,4,2,normal
34,2,9,2000,1.3,True,1000,False,0,1,0,2,normal
35,0,9,2000,1.3,True,1000,False,0,3,2,2,normal
35,1,9,2000,1.3,True,1000,False,0,4,3,2,normal
35,2,9,2000,1.3,True,1000,False,0,2,5,2,normal
36,0,9,2000,1.3,True,1000,False,11,1,1,1,normal
36,1,9,2000,1.3,True,1000,False,15,5,5,1,normal
36,2,9,2000,1.3,True,1000,False,0,3,4,1,normal
37,0,9,2000,1.3,True,1000,False,13,3,3,2,normal
37,1,9,2000,1.3,True,1000,False,14,4,4,2,normal
37,2,9,2000,1.3,True,1000,False,0,2,0,2,normal
38,0,9,2000,1.3,True,1000,False,0,1,2,2,normal
38,1,9,2000,1.3,True,1000,False,0,5,3,2,normal
38,2,9,2000,1.3,True,1000,False,0,3,5,2,normal
39,0,9,2000,1.3,True,1000,False,0,2,1,0,normal
39,1,9,2000,1.3,True,1000,False,0,4,3,0,normal
39,2,9,2000,1.3,True,1000,False,13,3,3,0,normal
