gameID,player,numTricks,numParticles,lambda,useHeuristic,mcIterations,selfish,score,tricksWon,bid,dealer
62,0,9,1000,1.01,True,1000,True,13,3,3,2
62,1,9,1000,1.01,False,0,True,0,3,4,2
62,2,9,1000,1.01,False,0,True,13,3,3,2
63,0,9,1000,1.01,True,1000,True,0,7,5,1
63,1,9,1000,1.01,False,0,True,0,0,1,1
63,2,9,1000,1.01,False,0,True,12,2,2,1
64,0,9,1000,1.01,True,1000,True,0,1,2,1
64,1,9,1000,1.01,False,0,True,0,5,6,1
64,2,9,1000,1.01,False,0,True,0,3,2,1
65,0,9,1000,1.01,True,1000,True,0,0,1,1
65,1,9,1000,1.01,False,0,True,0,4,8,1
65,2,9,1000,1.01,False,0,True,0,5,2,1
66,0,9,1000,1.01,True,1000,True,13,3,3,0
66,1,9,1000,1.01,False,0,True,0,3,4,0
66,2,9,1000,1.01,False,0,True,13,3,3,0
67,0,9,1000,1.01,True,1000,True,15,5,5,0
67,1,9,1000,1.01,False,0,True,0,0,1,0
67,2,9,1000,1.01,False,0,True,0,4,5,0
68,0,9,1000,1.01,True,1000,True,0,3,1,2
68,1,9,1000,1.01,False,0,True,0,0,5,2
68,2,9,1000,1.01,False,0,True,0,6,4,2
69,0,9,1000,1.01,True,1000,True,12,2,2,2
69,1,9,1000,1.01,False,0,True,12,2,2,2
69,2,9,1000,1.01,False,0,True,0,5,6,2
70,0,9,1000,1.01,True,1000,True,0,4,5,0
70,1,9,1000,1.01,False,0,True,12,2,2,0
70,2,9,1000,1.01,False,0,True,0,3,4,0
71,0,9,1000,1.01,True,1000,True,14,4,4,1
71,1,9,1000,1.01,False,0,True,0,2,0,1
71,2,9,1000,1.01,False,0,True,13,3,3,1
72,0,9,1000,1.01,True,1000,True,11,1,1,0
72,1,9,1000,1.01,False,0,True,0,0,1,0
72,2,9,1000,1.01,False,0,True,0,8,6,0
73,0,9,1000,1.01,True,1000,True,0,5,3,1
73,1,9,1000,1.01,False,0,True,12,2,2,1
73,2,9,1000,1.01,False,0,True,0,2,3,1
74,0,9,1000,1.01,True,1000,True,11,1,1,2
74,1,9,1000,1.01,False,0,True,0,1,3,2
74,2,9,1000,1.01,False,0,True,0,7,6,2
75,0,9,1000,1.01,True,1000,True,0,2,4,1
75,1,9,1000,1.01,False,0,True,0,4,2,1
75,2,9,1000,1.01,False,0,True,0,3,2,1
76,0,9,1000,1.01,True,1000,True,0,2,3,1
76,1,9,1000,1.01,False,0,True,0,3,4,1
76,2,9,1000,1.01,False,0,True,0,4,3,1
77,0,9,1000,1.01,True,1000,True,11,1,1,1
77,1,9,1000,1.01,False,0,True,0,5,4,1
77,2,9,1000,1.01,False,0,True,13,3,3,1
78,0,9,1000,1.01,True,1000,True,0,5,3,0
78,1,9,1000,1.01,False,0,True,12,2,2,0
78,2,9,1000,1.01,False,0,True,0,2,3,0
79,0,9,1000,1.01,True,1000,True,14,4,4,0
79,1,9,1000,1.01,False,0,True,12,2,2,0
79,2,9,1000,1.01,False,0,True,0,3,4,0
80,0,9,1000,1.01,True,1000,True,13,3,3,1
80,1,9,1000,1.01,False,0,True,0,3,2,1
80,2,9,1000,1.01,False,0,True,13,3,3,1
81,0,9,1000,1.01,True,1000,True,0,5,3,2
81,1,9,1000,1.01,False,0,True,12,2,2,2
81,2,9,1000,1.01,False,0,True,0,2,5,2
82,0,9,1000,1.01,True,1000,True,0,4,6,0
82,1,9,1000,1.01,False,0,True,0,1,2,0
82,2,9,1000,1.01,False,0,True,0,4,2,0
83,0,9,1000,1.01,True,1000,True,0,3,2,1
83,1,9,1000,1.01,False,0,True,0,2,3,1
83,2,9,1000,1.01,False,0,True,0,4,3,1
84,0,9,1000,1.01,True,1000,True,0,5,3,2
84,1,9,1000,1.01,False,0,True,0,0,3,2
84,2,9,1000,1.01,False,0,True,0,4,2,2
85,0,9,1000,1.01,True,1000,True,0,1,0,0
85,1,9,1000,1.01,False,0,True,12,2,2,0
85,2,9,1000,1.01,False,0,True,16,6,6,0
86,0,9,1000,1.01,True,1000,True,0,1,0,0
86,1,9,1000,1.01,False,0,True,0,4,2,0
86,2,9,1000,1.01,False,0,True,0,4,6,0
87,0,9,1000,1.01,True,1000,True,0,2,3,0
87,1,9,1000,1.01,False,0,True,14,4,4,0
87,2,9,1000,1.01,False,0,True,0,3,1,0
88,0,9,1000,1.01,True,1000,True,0,3,2,1
88,1,9,1000,1.01,False,0,True,14,4,4,1
88,2,9,1000,1.01,False,0,True,12,2,2,1
89,0,9,1000,1.01,True,1000,True,13,3,3,0
89,1,9,1000,1.01,False,0,True,12,2,2,0
89,2,9,1000,1.01,False,0,True,0,4,3,0
90,0,9,1000,1.01,True,1000,True,13,3,3,0
90,1,9,1000,1.01,False,0,True,0,0,2,0
90,2,9,1000,1.01,False,0,True,0,6,5,0
91,0,9,1000,1.01,True,1000,True,0,4,1,0
91,1,9,1000,1.01,False,0,True,13,3,3,0
91,2,9,1000,1.01,False,0,True,0,2,4,0
92,0,9,1000,1.01,True,1000,True,0,4,2,1
92,1,9,1000,1.01,False,0,True,0,2,3,1
92,2,9,1000,1.01,False,0,True,0,3,2,1
93,0,9,1000,1.01,True,1000,True,13,3,3,1
93,1,9,1000,1.01,False,0,True,0,1,3,1
93,2,9,1000,1.01,False,0,True,0,5,2,1
94,0,9,1000,1.01,True,1000,True,0,1,2,2
94,1,9,1000,1.01,False,0,True,0,4,2,2
94,2,9,1000,1.01,False,0,True,0,4,6,2
95,0,9,1000,1.01,True,1000,True,12,2,2,2
95,1,9,1000,1.01,False,0,True,0,2,3,2
95,2,9,1000,1.01,False,0,True,0,5,3,2
96,0,9,1000,1.01,True,1000,True,11,1,1,1
96,1,9,1000,1.01,False,0,True,0,5,6,1
96,2,9,1000,1.01,False,0,True,13,3,3,1
97,0,9,1000,1.01,True,1000,True,13,3,3,0
97,1,9,1000,1.01,False,0,True,0,3,1,0
97,2,9,1000,1.01,False,0,True,0,3,4,0
98,0,9,1000,1.01,True,1000,True,12,2,2,1
98,1,9,1000,1.01,False,0,True,0,5,3,1
98,2,9,1000,1.01,False,0,True,0,2,3,1
99,0,9,1000,1.01,True,1000,True,0,3,4,1
99,1,9,1000,1.01,False,0,True,0,5,1,1
99,2,9,1000,1.01,False,0,True,0,1,2,1
0,0,9,2000,1.01,True,1000,True,12,2,2,1
0,1,9,2000,1.01,False,0,True,0,1,3,1
0,2,9,2000,1.01,False,0,True,0,6,3,1
1,0,9,2000,1.01,True,1000,True,12,2,2,0
1,1,9,2000,1.01,False,0,True,13,3,3,0
1,2,9,2000,1.01,False,0,True,0,4,2,0
2,0,9,2000,1.01,True,1000,True,10,0,0,0
2,1,9,2000,1.01,False,0,True,14,4,4,0
2,2,9,2000,1.01,False,0,True,0,5,3,0
3,0,9,2000,1.01,True,1000,True,0,5,3,0
3,1,9,2000,1.01,False,0,True,0,1,2,0
3,2,9,2000,1.01,False,0,True,13,3,3,0
4,0,9,2000,1.01,True,1000,True,0,3,4,0
4,1,9,2000,1.01,False,0,True,0,4,2,0
4,2,9,2000,1.01,False,0,True,0,2,4,0
5,0,9,2000,1.01,True,1000,True,0,3,4,2
5,1,9,2000,1.01,False,0,True,14,4,4,2
5,2,9,2000,1.01,False,0,True,0,2,0,2
6,0,9,2000,1.01,True,1000,True,0,6,4,2
6,1,9,2000,1.01,False,0,True,12,2,2,2
6,2,9,2000,1.01,False,0,True,11,1,1,2
7,0,9,2000,1.01,True,1000,True,0,3,2,1
7,1,9,2000,1.01,False,0,True,0,5,7,1
7,2,9,2000,1.01,False,0,True,0,1,2,1
8,0,9,2000,1.01,True,1000,True,0,1,3,0
8,1,9,2000,1.01,False,0,True,0,2,1,0
8,2,9,2000,1.01,False,0,True,0,6,4,0
9,0,9,2000,1.01,True,1000,True,14,4,4,1
9,1,9,2000,1.01,False,0,True,0,3,5,1
9,2,9,2000,1.01,False,0,True,12,2,2,1
10,0,9,2000,1.01,True,1000,True,14,4,4,2
10,1,9,2000,1.01,False,0,True,0,3,2,2
10,2,9,2000,1.01,False,0,True,0,2,4,2
11,0,9,2000,1.01,True,1000,True,14,4,4,1
11,1,9,2000,1.01,False,0,True,0,2,4,1
11,2,9,2000,1.01,False,0,True,0,3,2,1
12,0,9,2000,1.01,True,1000,True,0,0,1,1
12,1,9,2000,1.01,False,0,True,0,2,7,1
12,2,9,2000,1.01,False,0,True,0,7,2,1
13,0,9,2000,1.01,True,1000,True,0,2,1,1
13,1,9,2000,1.01,False,0,True,0,3,5,1
13,2,9,2000,1.01,False,0,True,0,4,2,1
14,0,9,2000,1.01,True,1000,True,0,4,1,0
14,1,9,2000,1.01,False,0,True,0,2,3,0
14,2,9,2000,1.01,False,0,True,13,3,3,0
15,0,9,2000,1.01,True,1000,True,10,0,0,0
15,1,9,2000,1.01,False,0,True,0,4,2,0
15,2,9,2000,1.01,False,0,True,0,5,6,0
16,0,9,2000,1.01,True,1000,True,14,4,4,1
16,1,9,2000,1.01,False,0,True,0,1,2,1
16,2,9,2000,1.01,False,0,True,0,4,1,1
17,0,9,2000,1.01,True,1000,True,12,2,2,2
17,1,9,2000,1.01,False,0,True,0,2,4,2
17,2,9,2000,1.01,False,0,True,15,5,5,2
18,0,9,2000,1.01,True,1000,True,10,0,0,0
18,1,9,2000,1.01,False,0,True,0,6,1,0
18,2,9,2000,1.01,False,0,True,0,3,6,0
19,0,9,2000,1.01,True,1000,True,0,1,0,2
19,1,9,2000,1.01,False,0,True,0,2,4,2
19,2,9,2000,1.01,False,0,True,16,6,6,2
20,0,9,2000,1.01,True,1000,True,0,3,1,2
20,1,9,2000,1.01,False,0,True,0,4,3,2
20,2,9,2000,1.01,False,0,True,0,2,3,2
21,0,9,2000,1.01,True,1000,True,0,1,6,0
21,1,9,2000,1.01,False,0,True,0,6,3,0
21,2,9,2000,1.01,False,0,True,0,2,1,0
22,0,9,2000,1.01,True,1000,True,12,2,2,0
22,1,9,2000,1.01,False,0,True,0,5,6,0
22,2,9,2000,1.01,False,0,True,0,2,0,0
23,0,9,2000,1.01,True,1000,True,12,2,2,1
23,1,9,2000,1.01,False,0,True,0,3,6,1
23,2,9,2000,1.01,False,0,True,0,4,2,1
24,0,9,2000,1.01,True,1000,True,0,3,2,2
24,1,9,2000,1.01,False,0,True,0,1,3,2
24,2,9,2000,1.01,False,0,True,0,5,6,2
25,0,9,2000,1.01,True,1000,True,0,6,4,1
25,1,9,2000,1.01,False,0,True,0,0,1,1
25,2,9,2000,1.01,False,0,True,13,3,3,1
26,0,9,2000,1.01,True,1000,True,0,6,4,2
26,1,9,2000,1.01,False,0,True,0,2,1,2
26,2,9,2000,1.01,False,0,True,0,1,3,2
27,0,9,2000,1.01,True,1000,True,13,3,3,2
27,1,9,2000,1.01,False,0,True,0,4,3,2
27,2,9,2000,1.01,False,0,True,12,2,2,2
28,0,9,2000,1.01,True,1000,True,0,2,4,0
28,1,9,2000,1.01,False,0,True,0,5,2,0
28,2,9,2000,1.01,False,0,True,12,2,2,0
29,0,9,2000,1.01,True,1000,True,13,3,3,2
29,1,9,2000,1.01,False,0,True,12,2,2,2
29,2,9,2000,1.01,False,0,True,0,4,5,2
30,0,9,2000,1.01,True,1000,True,12,2,2,2
30,1,9,2000,1.01,False,0,True,0,3,1,2
30,2,9,2000,1.01,False,0,True,0,4,8,2
31,0,9,2000,1.01,True,1000,True,0,3,4,0
31,1,9,2000,1.01,False,0,True,11,1,1,0
31,2,9,2000,1.01,False,0,True,15,5,5,0
32,0,9,2000,1.01,True,1000,True,13,3,3,0
32,1,9,2000,1.01,False,0,True,12,2,2,0
32,2,9,2000,1.01,False,0,True,0,4,5,0
33,0,9,2000,1.01,True,1000,True,11,1,1,2
33,1,9,2000,1.01,False,0,True,0,4,7,2
33,2,9,2000,1.01,False,0,True,0,4,2,2
34,0,9,2000,1.01,True,1000,True,13,3,3,2
34,1,9,2000,1.01,False,0,True,0,2,4,2
34,2,9,2000,1.01,False,0,True,0,4,0,2
35,0,9,2000,1.01,True,1000,True,0,3,2,2
35,1,9,2000,1.01,False,0,True,0,2,3,2
35,2,9,2000,1.01,False,0,True,0,4,5,2
36,0,9,2000,1.01,True,1000,True,0,2,1,1
36,1,9,2000,1.01,False,0,True,0,3,5,1
36,2,9,2000,1.01,False,0,True,14,4,4,1
37,0,9,2000,1.01,True,1000,True,0,4,3,2
37,1,9,2000,1.01,False,0,True,14,4,4,2
37,2,9,2000,1.01,False,0,True,0,1,0,2
38,0,9,2000,1.01,True,1000,True,0,4,2,2
38,1,9,2000,1.01,False,0,True,0,2,3,2
38,2,9,2000,1.01,False,0,True,0,3,5,2
39,0,9,2000,1.01,True,1000,True,0,2,1,0
39,1,9,2000,1.01,False,0,True,0,4,3,0
39,2,9,2000,1.01,False,0,True,13,3,3,0
40,0,9,2000,1.01,True,1000,True,13,3,3,1
40,1,9,2000,1.01,False,0,True,0,1,2,1
40,2,9,2000,1.01,False,0,True,0,5,3,1
41,0,9,2000,1.01,True,1000,True,12,2,2,1
41,1,9,2000,1.01,False,0,True,0,6,5,1
41,2,9,2000,1.01,False,0,True,0,1,3,1
42,0,9,2000,1.01,True,1000,True,0,0,1,2
42,1,9,2000,1.01,False,0,True,0,5,6,2
42,2,9,2000,1.01,False,0,True,0,4,3,2
43,0,9,2000,1.01,True,1000,True,13,3,3,0
43,1,9,2000,1.01,False,0,True,13,3,3,0
43,2,9,2000,1.01,False,0,True,0,3,2,0
44,0,9,2000,1.01,True,1000,True,11,1,1,1
44,1,9,2000,1.01,False,0,True,0,4,6,1
44,2,9,2000,1.01,False,0,True,0,4,3,1
45,0,9,2000,1.01,True,1000,True,0,2,4,1
45,1,9,2000,1.01,False,0,True,0,4,1,1
45,2,9,2000,1.01,False,0,True,13,3,3,1
46,0,9,2000,1.01,True,1000,True,13,3,3,0
46,1,9,2000,1.01,False,0,True,0,4,2,0
46,2,9,2000,1.01,False,0,True,0,2,5,0
47,0,9,2000,1.01,True,1000,True,0,0,2,1
47,1,9,2000,1.01,False,0,True,0,4,6,1
47,2,9,2000,1.01,False,0,True,0,5,2,1
48,0,9,2000,1.01,True,1000,True,13,3,3,2
48,1,9,2000,1.01,False,0,True,0,1,2,2
48,2,9,2000,1.01,False,0,True,15,5,5,2
49,0,9,2000,1.01,True,1000,True,13,3,3,0
49,1,9,2000,1.01,False,0,True,0,6,4,0
49,2,9,2000,1.01,False,0,True,0,0,3,0
50,0,9,2000,1.01,True,1000,True,0,5,3,1
50,1,9,2000,1.01,False,0,True,0,2,4,1
50,2,9,2000,1.01,False,0,True,0,2,3,1
51,0,9,2000,1.01,True,1000,True,0,2,4,0
51,1,9,2000,1.01,False,0,True,13,3,3,0
51,2,9,2000,1.01,False,0,True,0,4,3,0
52,0,9,2000,1.01,True,1000,True,12,2,2,1
52,1,9,2000,1.01,False,0,True,0,4,2,1
52,2,9,2000,1.01,False,0,True,0,3,4,1
53,0,9,2000,1.01,True,1000,True,14,4,4,2
53,1,9,2000,1.01,False,0,True,0,3,4,2
53,2,9,2000,1.01,False,0,True,12,2,2,2
54,0,9,2000,1.01,True,1000,True,0,4,5,0
54,1,9,2000,1.01,False,0,True,0,4,3,0
54,2,9,2000,1.01,False,0,True,0,1,2,0
55,0,9,2000,1.01,True,1000,True,13,3,3,0
55,1,9,2000,1.01,False,0,True,0,4,3,0
55,2,9,2000,1.01,False,0,True,12,2,2,0
56,0,9,2000,1.01,True,1000,True,0,5,1,2
56,1,9,2000,1.01,False,0,True,0,1,5,2
56,2,9,2000,1.01,False,0,True,0,3,2,2
57,0,9,2000,1.01,True,1000,True,0,5,6,0
57,1,9,2000,1.01,False,0,True,0,1,2,0
57,2,9,2000,1.01,False,0,True,13,3,3,0
58,0,9,2000,1.01,True,1000,True,0,4,2,2
58,1,9,2000,1.01,False,0,True,13,3,3,2
58,2,9,2000,1.01,False,0,True,0,2,3,2
59,0,9,2000,1.01,True,1000,True,15,5,5,0
59,1,9,2000,1.01,False,0,True,0,2,3,0
59,2,9,2000,1.01,False,0,True,12,2,2,0
60,0,9,2000,1.01,True,1000,True,0,2,3,1
60,1,9,2000,1.01,False,0,True,11,1,1,1
60,2,9,2000,1.01,False,0,True,0,6,4,1
61,0,9,2000,1.01,True,1000,True,0,8,6,1
61,1,9,2000,1.01,False,0,True,11,1,1,1
61,2,9,2000,1.01,False,0,True,0,0,1,1
62,0,9,2000,1.01,True,1000,True,0,4,3,2
62,1,9,2000,1.01,False,0,True,0,2,4,2
62,2,9,2000,1.01,False,0,True,13,3,3,2
63,0,9,2000,1.01,True,1000,True,0,7,5,1
63,1,9,2000,1.01,False,0,True,0,0,1,1
63,2,9,2000,1.01,False,0,True,12,2,2,1
64,0,9,2000,1.01,True,1000,True,0,1,2,1
64,1,9,2000,1.01,False,0,True,0,4,6,1
64,2,9,2000,1.01,False,0,True,0,4,2,1
65,0,9,2000,1.01,True,1000,True,11,1,1,1
65,1,9,2000,1.01,False,0,True,0,6,8,1
65,2,9,2000,1.01,False,0,True,12,2,2,1
66,0,9,2000,1.01,True,1000,True,13,3,3,0
66,1,9,2000,1.01,False,0,True,0,3,4,0
66,2,9,2000,1.01,False,0,True,13,3,3,0
67,0,9,2000,1.01,True,1000,True,15,5,5,0
67,1,9,2000,1.01,False,0,True,11,1,1,0
67,2,9,2000,1.01,False,0,True,0,3,5,0
68,0,9,2000,1.01,True,1000,True,0,2,1,2
68,1,9,2000,1.01,False,0,True,0,3,5,2
68,2,9,2000,1.01,False,0,True,14,4,4,2
69,0,9,2000,1.01,True,1000,True,0,1,2,2
