winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
1,167,149,98,133,3,"[0, 13, 0, 11]","[10, 11, 14, 0]","[13, 0, 11, 12]","[0, 11, 15, 10]","[12, 0, 10, 0]","[0, 11, 12, 10]","[0, 10, 0, 10]","[10, 0, 11, 10]","[11, 10, 10, 0]","[10, 0, 10, 10]","[10, 10, 11, 0]","[10, 11, 0, 0]","[10, 10, 0, 11]","[0, 10, 11, 0]","[0, 13, 0, 0]","[12, 14, 10, 0]","[14, 11, 12, 0]","[0, 11, 12, 0]","[11, 11, 0, 14]"
0,82,111,75,140,0,"[16, 0, 13, 0]","[13, 0, 11, 0]","[0, 0, 0, 10]","[11, 15, 10, 0]","[13, 0, 0, 0]","[0, 0, 0, 12]","[11, 0, 0, 0]","[11, 10, 0, 11]","[0, 10, 11, 10]","[10, 0, 10, 10]","[10, 0, 10, 0]","[0, 10, 0, 10]","[10, 12, 0, 0]","[10, 0, 0, 0]","[0, 0, 13, 0]","[0, 13, 11, 0]","[0, 12, 12, 12]","[10, 0, 0, 0]","[15, 0, 10, 0]"
0,131,87,130,144,1,"[12, 11, 0, 13]","[0, 0, 0, 11]","[0, 0, 0, 13]","[10, 0, 0, 11]","[0, 13, 10, 12]","[10, 0, 12, 13]","[12, 10, 11, 0]","[0, 0, 10, 0]","[11, 0, 10, 10]","[10, 11, 0, 10]","[0, 10, 0, 0]","[12, 10, 0, 0]","[10, 11, 10, 0]","[11, 10, 0, 12]","[13, 11, 0, 0]","[11, 0, 0, 0]","[11, 12, 0, 12]","[0, 10, 10, 13]","[11, 12, 14, 0]"
2,123,157,134,140,2,"[12, 0, 15, 12]","[0, 12, 0, 11]","[13, 11, 0, 0]","[11, 0, 0, 12]","[0, 13, 10, 11]","[0, 12, 13, 10]","[10, 0, 12, 11]","[10, 0, 10, 11]","[10, 10, 10, 0]","[10, 10, 10, 0]","[12, 10, 10, 0]","[0, 0, 10, 10]","[11, 12, 11, 0]","[0, 10, 0, 12]","[0, 12, 0, 0]","[12, 0, 12, 10]","[0, 11, 13, 0]","[15, 0, 10, 11]","[14, 0, 11, 13]"
2,105,157,130,142,3,"[12, 0, 13, 12]","[0, 0, 13, 10]","[0, 0, 13, 0]","[11, 0, 0, 11]","[13, 11, 10, 0]","[13, 11, 0, 10]","[0, 0, 10, 10]","[11, 10, 11, 0]","[0, 11, 10, 11]","[0, 10, 11, 10]","[10, 10, 11, 0]","[10, 0, 10, 10]","[0, 10, 12, 10]","[13, 10, 0, 12]","[12, 0, 0, 0]","[0, 11, 10, 12]","[14, 0, 12, 12]","[11, 0, 0, 0]","[12, 11, 11, 0]"
0,123,121,144,172,0,"[12, 13, 11, 0]","[0, 14, 13, 10]","[0, 13, 12, 12]","[12, 0, 11, 11]","[0, 0, 0, 12]","[10, 10, 12, 0]","[10, 11, 10, 0]","[10, 0, 0, 0]","[11, 0, 0, 0]","[10, 0, 10, 10]","[10, 0, 11, 11]","[11, 0, 10, 12]","[13, 10, 11, 0]","[0, 13, 0, 10]","[11, 13, 0, 11]","[11, 12, 0, 11]","[13, 14, 10, 11]","[15, 0, 0, 11]","[13, 0, 0, 12]"
2,123,147,127,116,1,"[15, 11, 0, 12]","[0, 12, 13, 0]","[12, 11, 0, 0]","[0, 0, 13, 10]","[0, 10, 11, 11]","[13, 10, 0, 10]","[11, 11, 0, 11]","[11, 10, 11, 0]","[0, 11, 10, 10]","[10, 0, 11, 10]","[10, 0, 10, 10]","[10, 0, 10, 12]","[0, 0, 10, 10]","[0, 14, 0, 10]","[0, 13, 11, 11]","[11, 0, 12, 0]","[13, 0, 12, 0]","[0, 0, 13, 0]","[0, 10, 0, 0]"
2,159,170,145,140,2,"[0, 13, 11, 0]","[13, 14, 0, 10]","[0, 12, 13, 10]","[0, 12, 11, 12]","[12, 11, 12, 0]","[11, 10, 0, 10]","[11, 10, 0, 11]","[12, 0, 10, 11]","[10, 11, 10, 0]","[0, 10, 10, 11]","[10, 11, 11, 10]","[10, 12, 11, 0]","[0, 0, 0, 10]","[11, 10, 12, 0]","[12, 11, 11, 0]","[0, 12, 11, 12]","[13, 0, 12, 12]","[15, 0, 12, 11]","[0, 0, 13, 15]"
1,177,98,144,122,3,"[14, 12, 11, 0]","[11, 11, 0, 15]","[12, 13, 0, 0]","[0, 10, 10, 13]","[0, 12, 0, 10]","[0, 10, 0, 10]","[0, 10, 11, 0]","[10, 0, 0, 0]","[10, 11, 10, 11]","[0, 10, 11, 10]","[10, 10, 0, 10]","[10, 10, 0, 0]","[12, 10, 10, 0]","[0, 11, 0, 0]","[0, 12, 11, 11]","[10, 15, 0, 11]","[11, 0, 10, 15]","[0, 10, 14, 13]","[12, 0, 0, 15]"
3,133,116,167,86,0,"[0, 0, 10, 12]","[0, 10, 0, 14]","[0, 11, 15, 10]","[0, 12, 14, 10]","[0, 11, 12, 11]","[10, 0, 0, 11]","[0, 10, 13, 10]","[11, 0, 10, 12]","[0, 12, 10, 10]","[11, 0, 10, 10]","[10, 11, 0, 11]","[10, 11, 0, 0]","[0, 12, 10, 10]","[10, 0, 0, 0]","[12, 11, 0, 10]","[0, 10, 0, 15]","[12, 0, 12, 11]","[0, 0, 0, 0]","[0, 12, 0, 0]"
